what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1335960222257
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1335960222257
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1335960222257
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1335960222258
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1335960222258
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1335960222258
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1335960222259
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1335960222259
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1335960222260
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1335960222261
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1335960222261
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1335960222261
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1335960222262
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1335960222263
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1335960222277
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1335960222277
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1335960222278
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1335960222278
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1335960222317
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1335960222370
os,sysinfo,,,"linux",1335960222370
arch,sysinfo,,,"x86_64",1335960222370
ws,sysinfo,,,"gtk",1335960222370
locale,sysinfo,,,"de_DE",1335960222370
processors,sysinfo,,,"8",1335960222371
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1335960222371
java.runtime.version,sysinfo,,,"1.7.0_03-b04",1335960222371
java.specification.name,sysinfo,,,"Java Platform API Specification",1335960222371
java.specification.vendor,sysinfo,,,"Oracle Corporation",1335960222371
java.specification.version,sysinfo,,,"1.7",1335960222371
java.vendor,sysinfo,,,"Oracle Corporation",1335960222371
java.version,sysinfo,,,"1.7.0_03",1335960222371
java.vm.info,sysinfo,,,"mixed mode",1335960222371
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1335960222371
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1335960222371
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1335960222371
java.vm.specification.version,sysinfo,,,"1.7",1335960222371
java.vm.vendor,sysinfo,,,"Oracle Corporation",1335960222371
java.vm.version,sysinfo,,,"22.1-b02",1335960222371
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1335960222412
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1335960222420
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1335960222453
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1335960222501
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1335960222542
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960222607
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960224881
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1335960225937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960261957
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1335960275505
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1335960275510
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960294418
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960294969
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960295270
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960307400
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960316441
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960347283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960352471
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960372173
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1335960374649
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1335960374718
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1335960374962
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1335960375408
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1335960379170
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1335960379997
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1335960380004
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1335960380102
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1335960380932
error,log,,,"The program file specified in the launch configuration does not exist",1335960383794
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960383905
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960385733
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.200.v20110928-1505,"org.eclipse.ui.views.properties.tabbed",1335960389521
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1335960389599
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1335960389611
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1335960390561
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1335960394109
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1335960395702
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1335960395708
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1335960396071
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1335960396599
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1335960401395
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.VariableView",1335960401639
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1335960401853
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1335960401857
activated,perspective,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.CPerspective",1335960407116
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1335960407219
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1335960407284
executed,command,,,"org.eclipse.cdt.ui.CPerspective",1335960407284
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1335960408811
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1335960409476
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1335960410189
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1335960420430
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1335960422495
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1335960423358
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1335960428785
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1335960428894
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960435529
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1335960435946
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1335960435950
error,log,,,"Errors occurred during the build.",1335960436217
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960438663
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1335960440920
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1335960442301
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1335960442974
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1335960443708
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1335960447819
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1335960455494
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1335960456029
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1335960456085
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1335960456113
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1335960458936
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1335960461420
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1335960471265
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1335960474072
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1335960474175
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1335960478845
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1335960482033
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1335960483345
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1335960483447
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1335960485981
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1335960492550
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1335960506030
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1335960515085
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1335960518410
started,bundle,org.eclipse.linuxtools.profiling.launch,0.9.0.201202152032,"org.eclipse.linuxtools.profiling.launch",1335960537222
started,bundle,org.eclipse.linuxtools.callgraph.launch,0.9.0.201202152032,"org.eclipse.linuxtools.callgraph.launch",1335960537223
started,bundle,org.eclipse.linuxtools.valgrind.core,0.9.0.201202152032,"org.eclipse.linuxtools.valgrind.core",1335960537247
started,bundle,org.eclipse.linuxtools.valgrind.launch,0.9.0.201202152032,"org.eclipse.linuxtools.valgrind.launch",1335960537249
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1335960541856
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960545222
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960551232
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1335960556164
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1335960574241
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1335960574883
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1335960574999
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1335960575001
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1335960575003
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1335960575119
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1335960582356
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1335960591447
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960591805
error,log,,,"Errors occurred during the build.",1335960591821
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960606786
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960615744
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960616895
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1335960642857
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1335960642907
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1335960642928
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1335960647297
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1335960649189
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1335960653452
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1335960654149
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1335960655305
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1335960655306
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1335960655986
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1335960655987
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1335960656918
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1335960660219
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1335960660297
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1335960660503
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1335960660519
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1335960663198
started,bundle,org.eclipse.linuxtools.cdt.libhover,1.1.0.201202152032,"org.eclipse.linuxtools.cdt.libhover",1335960672152
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1335960680869
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1335960694351
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960713472
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1335960715916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960715936
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1335960735624
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1335960735861
error,log,,,"The program file specified in the launch configuration does not exist",1335960736899
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960737066
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960743563
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1335960778584
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960778890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960780621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960797062
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1335960801187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960801205
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960819607
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960820833
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960824861
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960825144
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960826605
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960826849
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960828590
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960829053
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960829963
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960830216
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960833717
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1335960835502
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960835517
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960841832
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1335960843695
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1335960843695
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960843705
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960845526
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1335960846751
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1335960846751
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960846759
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960849566
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1335960850466
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1335960850466
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960850472
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960852927
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1335960854032
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1335960854032
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960854039
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960856168
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1335960857090
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1335960857090
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335960857098
